Địa chỉ,Diện tích,Mặt tiền,Đường tiếp cận,Hướng nhà,Hướng ban công,Số tầng,Số phòng ngủ,Số phòng tắm,Tình trạng pháp lý,Tình trạng nội thất,Giá,Thành phố,Dự án,Giá trên m²,Số tầng tối đa
"30/2, Đường Số 47, Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",65.0,4.5,4.2,Đông - Nam,Tây - Nam,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.0,Hồ Chí Minh,False,61.5,3
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",80.0,8.0,8.0,Nam,Nam,5,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hồ Chí Minh,False,81.2,4
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60.0,4.0,10.8,Tây - Nam,Đông - Bắc,4,4,4,Hợp đồng mua bán,Đầy đủ nội thất,7.0,Hưng Yên,True,116.7,4
"Phố Yên Duyên, Phường Yên Sở, Hoàng Mai, Hà Nội",33.0,3.0,2.0,Tây - Bắc,Tây - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hà Nội,False,135.8,3
"Đường Nguyễn Đình Chính, Phường 11, Phú Nhuận, Hồ Chí Minh",38.0,4.2,6.0,Đông - Bắc,Đông - Bắc,4,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,178.4,3
"Dự án Phú Cường, Rạch Giá, Kiên Giang",150.0,5.0,38.0,Tây,Tây,2,4,2,Hợp đồng mua bán,Đầy đủ nội thất,4.9,Kiên Giang,True,32.7,5
"Dự án Ny'ah Bình Tây, Đường Nguyễn Văn Luông, Phường 11, Quận 6, Hồ Chí Minh",42.0,4.3,4.1,Đông - Nam,Đông - Nam,3,2,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.5,Hồ Chí Minh,True,154.8,3
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",60.0,4.7,10.8,Tây - Nam,Đông - Bắc,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hưng Yên,True,116.7,4
"Phố Khâm Thiên, Phường Thổ Quan, Đống Đa, Hà Nội",30.0,3.4,3.0,Đông - Bắc,Nam,6,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,188.3,3
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78.0,6.0,13.0,Tây - Bắc,Đông - Nam,5,5,4,Hợp đồng mua bán,Đầy đủ nội thất,9.8,Hưng Yên,True,125.6,4
"Đường Trần Quang Diệu, Phường 14, Quận 3, Hồ Chí Minh",43.5,4.8,2.0,Tây - Nam,Tây - Nam,4,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.2,Hồ Chí Minh,False,142.5,3
"189/16, Đường Lý Thái Tổ, Phường 9, Quận 10, Hồ Chí Minh",23.9,3.5,3.3,Đông - Nam,Đông - Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.2,Hồ Chí Minh,False,175.7,3
"Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",78.7,4.0,8.5,Đông - Nam,Đông - Nam,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.5,Hồ Chí Minh,False,69.9,4
"Đường 17, Phường Tân Hiệp, Tân Uyên, Bình Dương",67.5,4.7,12.2,Tây,Tây,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.2,Bình Dương,False,32.3,4
"Đường Trương Vĩnh Ký, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",72.0,4.0,5.0,Đông,Đông - Nam,2,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.7,Hồ Chí Minh,False,93.1,3
"Đường Đê Mới, Xã Phụng Châu, Chương Mỹ, Hà Nội",60.0,6.0,3.0,Đông - Nam,Đông - Nam,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.6,Hà Nội,False,44.2,3
"Dự án PiCity High Park, Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",200.0,9.7,11.3,Đông - Nam,Đông,2,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hồ Chí Minh,True,50.0,4
"Phố Lò Đúc, Phường Đống Mác, Hai Bà Trưng, Hà Nội",36.0,4.0,3.0,Tây - Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.0,Hà Nội,False,166.7,3
"Dự án Melosa Garden, Đường Vành Đai Trong, Phường Phú Hữu, Quận 9, Hồ Chí Minh",100.0,5.2,20.0,Nam,Nam,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hồ Chí Minh,True,84.9,5
"Dự án Eco City Premia, Phường Tân An, Buôn Ma Thuột, Đắk Lắk.",120.0,6.0,30.0,Đông - Nam,Đông - Nam,4,5,6,Đã có giấy chứng nhận,Cơ bản nội thất,5.8,Đắk Lắk,True,48.8,5
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",78.0,5.0,11.5,Đông - Nam,Tây - Bắc,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hà Nội,False,74.4,4
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",132.0,4.0,8.0,Tây,Tây - Bắc,2,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,7.0,Hồ Chí Minh,False,53.0,4
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Hồ Chí Minh",102.0,6.4,3.0,Đông,Đông,1,2,1,Đã có giấy chứng nhận,Cơ bản nội thất,6.8,Hồ Chí Minh,False,66.7,3
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh",101.0,7.1,2.5,Đông - Nam,Đông - Nam,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.6,Hồ Chí Minh,False,65.3,3
"Đường Số 8, Phường 11, Gò Vấp, Hồ Chí Minh",81.0,8.0,8.0,Bắc,Bắc,1,1,1,Đã có giấy chứng nhận,Cơ bản nội thất,5.8,Hồ Chí Minh,False,71.6,4
"Đường Ỷ La, Phường Dương Nội, Hà Đông, Hà Nội",35.0,4.6,2.8,Đông,Nam,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,3.5,Hà Nội,False,100.0,3
"Dự án Mega Ruby, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh",75.0,5.0,24.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.7,Hồ Chí Minh,True,102.7,5
"Đường Tân Kỳ Tân Quý, Phường Tân Quý, Tân Phú, Hồ Chí Minh",62.0,4.2,6.0,Đông - Nam,Đông,4,6,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.9,Hồ Chí Minh,False,111.3,3
"Dự án Lavilla Green City, Đường Hùng Vương, Phường 6, Tân An, Long An",100.0,15.0,20.0,Đông - Nam,Đông - Nam,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,3.9,Long An,True,39.0,5
"Ngõ 387, Phố Vũ Tông Phan, Phường Khương Đình, Thanh Xuân, Hà Nội",42.0,3.3,5.0,Nam,Đông - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.8,Hà Nội,False,209.5,3
"Đường Nguyễn Văn Khối, Phường 9, Gò Vấp, Hồ Chí Minh",143.0,5.0,6.0,Đông - Nam,Tây - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.3,Hồ Chí Minh,False,65.0,3
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.0,9.0,40.0,Nam,Nam,3,5,4,Đã có giấy chứng nhận,Cơ bản nội thất,9.7,Bắc Ninh,True,53.9,5
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",75.0,5.0,17.0,Đông - Nam,Đông - Nam,5,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,8.6,Hưng Yên,True,114.7,4
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",78.0,6.0,14.7,Đông - Nam,Đông - Nam,5,6,6,Đã có giấy chứng nhận,Cơ bản nội thất,9.4,Hưng Yên,True,120.5,4
"Phường Thạch Bàn, Long Biên, Hà Nội",33.0,4.5,2.5,Nam,Nam,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.2,Hà Nội,False,125.8,3
"Đường Tả Thanh Oai, Xã Tả Thanh Oai, Thanh Trì, Hà Nội",31.0,3.7,2.2,Đông - Nam,Đông - Nam,5,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.9,Hà Nội,False,93.5,3
"Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",83.6,5.1,8.0,Tây,Tây - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.6,Hồ Chí Minh,False,102.9,4
"Số 7H/15/351, Đường Âu Cơ, Phường Nhật Tân, Tây Hồ, Hà Nội",56.0,4.8,3.0,Đông - Nam,Đông - Nam,6,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,5.3,Hà Nội,False,94.6,3
"Đường CSEDP, Phường Đông Vệ, Thanh Hóa, Thanh Hóa.",90.0,5.0,17.5,Đông - Bắc,Đông - Bắc,4,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,3.8,Thanh Hóa,False,42.8,4
"Ngõ 18, Đường Ngô Quyền, Phường Quang Trung, Hà Đông, Hà Nội",55.0,4.0,5.0,Tây - Bắc,Tây - Bắc,5,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.3,Hà Nội,False,150.9,3
"Đường 5, Phường Bình Trưng Tây, Thủ Đức, Hồ Chí Minh",50.0,9.0,5.3,Nam,Nam,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.9,Hồ Chí Minh,False,78.0,3
"Đường Hiệp Thành 13, Phường Hiệp Thành, Quận 12, Hồ Chí Minh",65.0,4.3,8.0,Tây,Tây,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,4.2,Hồ Chí Minh,False,64.6,4
"Phường Vĩnh Hưng, Hoàng Mai, Hà Nội",60.0,17.4,6.5,Tây - Bắc,Tây - Bắc,3,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,4.3,Hà Nội,False,71.7,3
"Dự án KVG The Capella Nha Trang, Đường Võ Nguyên Giáp, Xã Vĩnh Thái, Nha Trang, Khánh Hòa",100.0,5.0,15.0,Đông - Nam,Đông - Nam,3,3,4,Hợp đồng mua bán,Cơ bản nội thất,4.0,Khánh Hòa,True,39.5,4
"Dự án Thanh Hà Mường Thanh, Phường Kiến Hưng, Hà Đông, Hà Nội",33.0,3.6,4.4,Đông,Đông,2,1,1,Hợp đồng mua bán,Cơ bản nội thất,1.4,Hà Nội,True,42.4,3
"Xã Vĩnh Quỳnh, Thanh Trì, Hà Nội",60.0,4.6,2.0,Đông,Đông,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.7,Hà Nội,False,78.3,3
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",70.0,16.1,7.4,Đông - Nam,Nam,5,5,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.9,Hà Nội,False,98.6,4
"Hẻm 183, Đường 3/2, Phường 11, Quận 10, Hồ Chí Minh",40.0,4.9,5.0,Tây,Đông - Nam,4,5,4,Đã có giấy chứng nhận,Đầy đủ nội thất,9.1,Hồ Chí Minh,False,227.5,3
"Số 3/83 ngõ 61, Đường Phố Trạm, Phường Long Biên, Long Biên, Hà Nội",40.0,5.2,3.1,Đông - Nam,Nam,5,6,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hà Nội,False,156.2,3
"Đường An Dương Vương, Phường 10, Quận 6, Hồ Chí Minh",66.0,4.0,12.0,Đông - Nam,Nam,4,5,3,Đã có giấy chứng nhận,Đầy đủ nội thất,9.0,Hồ Chí Minh,False,135.6,4
"89, Đường Lạc Long Quân, Phường Nghĩa Đô, Cầu Giấy, Hà Nội",35.0,3.5,3.1,Tây,Đông,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.2,Hà Nội,False,178.6,3
"Đường Tân Kỳ Tân Quý, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh",74.0,4.7,4.3,Tây - Nam,Đông - Nam,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,92.3,3
"Hẻm 701, Phố Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Hồ Chí Minh",45.0,3.7,4.3,Đông - Bắc,Đông,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,4.4,Hồ Chí Minh,False,97.8,3
"Phường Thạch Bàn, Long Biên, Hà Nội",70.0,4.7,4.8,Đông - Nam,Đông - Nam,3,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,6.8,Hà Nội,False,97.1,3
"Dự án The Origami, Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Hồ Chí Minh",45.0,4.6,24.0,Đông - Nam,Tây - Nam,5,5,4,Hợp đồng mua bán,Cơ bản nội thất,7.0,Hồ Chí Minh,True,155.6,5
"Dự án The Standard, Đường Tân Phước Khánh 10, Phường Tân Phước Khánh, Tân Uyên, Bình Dương",85.0,5.7,18.0,Tây - Bắc,Đông - Nam,2,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.9,Bình Dương,True,69.4,4
"Đường Phố Trạm, Phường Thạch Bàn, Long Biên, Hà Nội",48.0,4.2,2.5,Đông - Bắc,Tây,4,5,3,Đã có giấy chứng nhận,Cơ bản nội thất,6.4,Hà Nội,False,133.3,3
"Phường Hiệp Bình Chánh, Thủ Đức, Hồ Chí Minh",56.1,4.2,6.1,Đông - Bắc,Đông - Bắc,4,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hồ Chí Minh,False,112.3,3
"Đường Trương Định, Phường Tương Mai, Hoàng Mai, Hà Nội",40.0,6.6,3.5,Đông - Bắc,Tây,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,187.0,3
"Xã Đông La, Hoài Đức, Hà Nội",36.5,3.6,4.0,Tây - Nam,Đông - Nam,6,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.1,Hà Nội,False,112.3,3
"Phường Thạch Bàn, Long Biên, Hà Nội",36.0,6.5,5.7,Tây - Nam,Đông - Bắc,4,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.5,Hà Nội,False,208.1,3
"Đường Trương Phước Phan, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Tây,Tây,5,4,5,Đã có giấy chứng nhận,Cơ bản nội thất,6.7,Hồ Chí Minh,False,104.7,3
"Số 43A ngõ 88, Phố Kim Hoa, Phường Phương Liên, Đống Đa, Hà Nội",12.0,3.0,3.0,Đông - Bắc,Đông - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,1.8,Hà Nội,False,150.0,3
"Dự án Waterpoint, Đường Tỉnh lộ 824, Xã An Thạnh, Bến Lức, Long An",90.0,6.4,10.7,Nam,Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.2,Long An,True,35.6,4
"Phố Cầu Cốc, Phường Tây Mỗ, Nam Từ Liêm, Hà Nội.",53.0,4.3,22.0,Đông,Đông,5,6,5,Đã có giấy chứng nhận,Cơ bản nội thất,6.4,Hà Nội,False,120.6,5
"168/86// Đường Bình Trị Đông, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",96.0,5.5,12.0,Đông - Nam,Đông - Nam,2,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hồ Chí Minh,False,88.5,4
"Đường Tô Hiến Thành, Phường 14, Quận 10, Hồ Chí Minh",31.0,6.2,6.0,Tây - Bắc,Tây - Bắc,3,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hồ Chí Minh,False,219.4,3
"Đường Nguyễn Trãi, Phường Thanh Xuân Trung, Thanh Xuân, Hà Nội",56.0,3.8,2.8,Đông - Nam,Đông - Nam,4,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Hà Nội,False,151.8,3
"Đường Phạm Văn Đồng, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",116.8,6.0,15.4,Nam,Nam,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,7.3,Hà Nội,False,62.5,4
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên.",56.0,5.0,13.0,Đông - Nam,Đông - Nam,5,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,7.6,Hưng Yên,True,135.7,4
"Đường Mã Lò, Phường Bình Trị Đông A, Bình Tân, Hồ Chí Minh",64.0,4.0,6.0,Nam,Đông - Nam,5,6,6,Đã có giấy chứng nhận,Đầy đủ nội thất,6.0,Hồ Chí Minh,False,93.4,3
"Đường Bùi Tá Hán, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng",65.0,5.5,7.0,Tây - Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.7,Đà Nẵng,False,72.3,4
"Đường Gò Dầu, Phường Tân Thành, Tân Phú, Hồ Chí Minh",50.0,7.8,5.1,Tây - Nam,Tây - Bắc,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,7.0,Hồ Chí Minh,False,140.0,3
"Dự án Tấn Đức Central Park, Đường 47, Phường Đồng Tiến, Phổ Yên, Thái Nguyên.",100.0,5.0,8.3,Đông - Nam,Đông - Nam,2,3,2,Đã có giấy chứng nhận,Đầy đủ nội thất,2.2,Thái Nguyên,True,21.5,4
"Đường Cầu Giấy, Phường Dịch Vọng Hậu, Cầu Giấy, Hà Nội",70.0,6.6,7.2,Tây - Nam,Đông - Bắc,4,6,5,Đã có giấy chứng nhận,Đầy đủ nội thất,9.6,Hà Nội,False,137.1,4
"Five Star Kim Giang, Đường Kim Giang, Phường Kim Giang, Thanh Xuân, Hà Nội",55.0,5.0,3.0,Đông - Nam,Tây - Bắc,5,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,6.8,Hà Nội,False,123.6,3
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",37.0,4.0,8.1,Đông - Nam,Đông - Nam,6,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,5.6,Hà Nội,False,151.4,4
"Đường Thạch Bàn, Phường Thạch Bàn, Long Biên, Hà Nội",45.0,3.5,2.0,Đông - Nam,Đông - Bắc,4,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,5.0,Hà Nội,False,110.0,3
"Đường Cổ Linh, Phường Thạch Bàn, Long Biên, Hà Nội",30.0,6.0,2.0,Đông,Đông,6,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,4.6,Hà Nội,False,153.3,3
"Dự án Golden Point Đồng Hòa, Đường Bùi Viện, Phường Đồng Hòa, Kiến An, Hải Phòng",67.5,4.5,9.4,Tây - Nam,Tây - Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Hải Phòng,True,66.7,4
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.0,9.0,15.0,Nam,Nam,3,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,10.0,Bắc Ninh,True,55.6,4
"Phường Bồ Đề, Quận Long Biên, Hà Nội",45.0,4.5,4.5,Tây - Bắc,Tây - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hà Nội,False,126.7,3
"Dự án Centa Riverside, Đường Hữu Nghị, Phường Phù Chẩn, Từ Sơn, Bắc Ninh",180.0,9.0,21.6,Bắc,Đông - Bắc,3,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,9.7,Bắc Ninh,True,53.9,5
"Đường Mai Hiên, Xã Mai Lâm, Đông Anh, Hà Nội",46.5,5.0,4.2,Đông - Nam,Đông - Nam,3,3,2,Đã có giấy chứng nhận,Cơ bản nội thất,2.8,Hà Nội,False,60.2,3
"Phường Trung Mỹ Tây, Quận 12, Hồ Chí Minh",68.0,4.0,5.0,Đông - Nam,Đông - Nam,1,3,3,Đã có giấy chứng nhận,Cơ bản nội thất,2.8,Hồ Chí Minh,False,41.2,3
"Dự án Vincom Shophouse Royal Park Quảng Trị, Thành phố Đông Hà, Quảng Trị",120.0,5.8,17.5,Nam,Nam,3,4,4,Đã có giấy chứng nhận,Cơ bản nội thất,7.0,Quảng Trị,True,58.3,4
"Đường 826C, Xã Nhơn Đức, Nhà Bè, Hồ Chí Minh",40.0,4.2,6.2,Đông,Đông,2,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,1.4,Hồ Chí Minh,False,34.5,3
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",120.0,9.6,13.5,Tây - Bắc,Đông - Nam,5,4,3,Đã có giấy chứng nhận,Cơ bản nội thất,8.0,Hưng Yên,True,66.7,4
"Dự án Palm Manor Việt Trì, Đường Lạc Long Quân, Phường Minh Nông, Việt Trì, Phú Thọ.",98.0,7.0,27.0,Nam,Đông - Nam,4,4,4,Hợp đồng mua bán,Cơ bản nội thất,6.9,Phú Thọ,True,70.4,5
"Dự án The Larita, Xã Mỹ Yên, Bến Lức, Long An",80.0,4.8,12.0,Tây,Tây,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,1.5,Long An,True,18.8,4
"Phố Đại La, Phường Đồng Tâm, Hai Bà Trưng, Hà Nội",32.0,4.4,5.0,Bắc,Tây - Bắc,5,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.7,Hà Nội,False,178.1,3
"Xã Tân Hiệp, Hóc Môn, Hồ Chí Minh",75.0,8.0,3.0,Đông - Nam,Đông,1,3,1,Đã có giấy chứng nhận,Đầy đủ nội thất,2.4,Hồ Chí Minh,False,31.3,3
"Dự án Dragon Village, Đường 990, Phường Phú Hữu, Quận 9, Hồ Chí Minh",90.0,6.0,30.0,Tây - Nam,Tây - Nam,3,3,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.8,Hồ Chí Minh,True,64.4,5
"Đường Phạm Hùng, Phường 9, Quận 8, Hồ Chí Minh",86.0,4.0,3.0,Đông - Bắc,Tây - Bắc,2,8,2,Đã có giấy chứng nhận,Đầy đủ nội thất,7.6,Hồ Chí Minh,False,88.4,3
"Dự án The Pearl Riverside, Bến Lức, Long An",70.0,5.5,5.4,Đông - Nam,Đông - Nam,2,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,2.7,Long An,True,38.6,3
"Dự án The Empire - Vinhomes Ocean Park 2, Xã Long Hưng, Văn Giang, Hưng Yên",120.0,5.0,13.4,Tây,Đông - Nam,5,5,6,Đã có giấy chứng nhận,Đầy đủ nội thất,10.0,Hưng Yên,True,83.3,4
"Đường Dũng Sĩ Thanh Khê, Phường Thanh Khê Tây, Thanh Khê, Đà Nẵng",41.8,3.9,5.1,Nam,Tây - Nam,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,2.8,Đà Nẵng,False,68.2,3
"Đường Lê Duẩn, Phường Tân Chính, Thanh Khê, Đà Nẵng",48.6,5.1,3.4,Đông - Nam,Nam,3,2,2,Đã có giấy chứng nhận,Đầy đủ nội thất,3.0,Đà Nẵng,False,60.7,3
"Đường Bình An 7, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng",56.0,4.1,7.0,Đông,Đông - Bắc,3,3,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.6,Đà Nẵng,False,83.0,4
"Đường Hồ Tương, Phường An Khê, Thanh Khê, Đà Nẵng",32.0,4.0,15.0,Đông - Nam,Đông,3,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,3.6,Đà Nẵng,False,112.5,4
"Xã Bình Minh, Trảng Bom, Đồng Nai",272.0,8.7,17.4,Đông - Nam,Tây - Bắc,2,4,5,Đã có giấy chứng nhận,Đầy đủ nội thất,4.5,Đồng Nai,False,16.5,4
"Phố Tôn Đức Thắng, Phường Hàng Bột, Đống Đa, Hà Nội",42.0,5.6,3.0,Đông,Đông,5,3,4,Đã có giấy chứng nhận,Cơ bản nội thất,8.5,Hà Nội,False,202.4,3
"Dự án Green Dragon City, Phường Cẩm Trung, Cẩm Phả, Quảng Ninh",114.0,6.0,36.0,Nam,Nam,5,5,5,Đã có giấy chứng nhận,Đầy đủ nội thất,8.5,Quảng Ninh,True,74.6,5
"Đường Bùi Quang Là, Phường 12, Gò Vấp, Hồ Chí Minh",53.0,4.2,5.0,Tây - Bắc,Bắc,2,4,3,Đã có giấy chứng nhận,Đầy đủ nội thất,4.4,Hồ Chí Minh,False,82.1,3
"Đường Ngọc Trục, Phường Đại Mỗ, Nam Từ Liêm, Hà Nội.",33.0,3.3,3.5,Đông - Bắc,Nam,4,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,5.4,Hà Nội,False,163.6,3
"Dự án The Crown - Vinhomes Ocean Park 3, Xã Nghĩa Trụ, Văn Giang, Hưng Yên",68.0,4.0,13.0,Tây - Nam,Tây - Bắc,3,4,3,Hợp đồng mua bán,Đầy đủ nội thất,8.5,Hưng Yên,True,125.0,4
"Phố Trần Cung, Phường Cổ Nhuế 1, Bắc Từ Liêm, Hà Nội",40.0,4.2,3.0,Tây - Nam,Tây - Nam,5,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,6.3,Hà Nội,False,157.5,3
"Dự án KDC Bình Hưng, Đường Quốc Lộ 50, Xã Bình Hưng, Bình Chánh, Hồ Chí Minh",72.0,4.2,10.0,Tây - Bắc,Tây - Bắc,3,4,4,Đã có giấy chứng nhận,Đầy đủ nội thất,8.4,Hồ Chí Minh,True,116.0,4
